# TUM trajectory format
# timestamp tx ty tz qx qy qz qw
# Note: Orientation is identity quaternion (0,0,0,1) as GPS only provides position
1698132949.731351614 -0.010406 0.014302 0.003426 0.0 0.0 0.0 1.0
1698132949.750767946 -0.010368 0.014450 0.003225 0.0 0.0 0.0 1.0
1698132949.771266937 -0.010294 0.014509 0.004633 0.0 0.0 0.0 1.0
1698132949.790683746 -0.009810 0.013983 0.004498 0.0 0.0 0.0 1.0
1698132949.812441349 -0.009321 0.013477 0.004622 0.0 0.0 0.0 1.0
1698132949.831035614 -0.008831 0.013031 0.004755 0.0 0.0 0.0 1.0
1698132949.850369692 -0.008339 0.012642 0.004656 0.0 0.0 0.0 1.0
1698132949.871401787 -0.007849 0.012265 0.004786 0.0 0.0 0.0 1.0
1698132949.891330957 -0.007362 0.011848 0.004604 0.0 0.0 0.0 1.0
1698132949.914272308 -0.006885 0.011366 0.004726 0.0 0.0 0.0 1.0
1698132949.930927992 -0.006418 0.010840 0.004848 0.0 0.0 0.0 1.0
1698132949.951111317 -0.005956 0.010321 0.004721 0.0 0.0 0.0 1.0
1698132949.971739531 -0.005462 0.009858 0.006989 0.0 0.0 0.0 1.0
1698132949.990740538 -0.005458 0.009544 0.006889 0.0 0.0 0.0 1.0
1698132950.012591124 -0.005455 0.009250 0.007032 0.0 0.0 0.0 1.0
1698132950.031300306 -0.005460 0.008925 0.007170 0.0 0.0 0.0 1.0
1698132950.050611496 -0.005474 0.008542 0.006996 0.0 0.0 0.0 1.0
1698132950.070401430 -0.005489 0.008118 0.007126 0.0 0.0 0.0 1.0
1698132950.091836214 -0.005505 0.007695 0.006990 0.0 0.0 0.0 1.0
1698132950.113524437 -0.005522 0.007315 0.007114 0.0 0.0 0.0 1.0
1698132950.131203175 -0.004982 0.005418 0.007244 0.0 0.0 0.0 1.0
1698132950.151003361 -0.004994 0.005109 0.007153 0.0 0.0 0.0 1.0
1698132950.170393229 -0.004986 0.004794 0.008955 0.0 0.0 0.0 1.0
1698132950.190819979 -0.004934 0.004005 0.008808 0.0 0.0 0.0 1.0
1698132950.212376356 -0.004886 0.003176 0.008938 0.0 0.0 0.0 1.0
1698132950.230606556 -0.004841 0.002345 0.009066 0.0 0.0 0.0 1.0
1698132950.251179457 -0.004792 0.001552 0.008944 0.0 0.0 0.0 1.0
1698132950.270771265 -0.004741 0.000803 0.009073 0.0 0.0 0.0 1.0
1698132950.291342258 -0.004688 0.000076 0.008963 0.0 0.0 0.0 1.0
1698132950.313871622 -0.004638 -0.000676 0.009085 0.0 0.0 0.0 1.0
1698132950.331354618 -0.004597 -0.001471 0.009207 0.0 0.0 0.0 1.0
1698132950.350954056 -0.004562 -0.002305 0.009054 0.0 0.0 0.0 1.0
1698132950.370709419 -0.004505 -0.003063 0.012505 0.0 0.0 0.0 1.0
1698132950.390945435 -0.004315 -0.003792 0.012424 0.0 0.0 0.0 1.0
1698132950.412631989 -0.004124 -0.004479 0.012569 0.0 0.0 0.0 1.0
1698132950.430928469 -0.003933 -0.005142 0.012711 0.0 0.0 0.0 1.0
1698132950.451198578 -0.003748 -0.005824 0.012573 0.0 0.0 0.0 1.0
1698132950.470407248 -0.001556 -0.011241 0.012699 0.0 0.0 0.0 1.0
1698132950.491072655 -0.001380 -0.011999 0.012545 0.0 0.0 0.0 1.0
1698132950.513855696 -0.001207 -0.012761 0.012667 0.0 0.0 0.0 1.0
1698132950.531330824 -0.001034 -0.013493 0.012789 0.0 0.0 0.0 1.0
1698132950.551091909 -0.000862 -0.014190 0.012691 0.0 0.0 0.0 1.0
1698132950.570561171 -0.000680 -0.014778 0.016251 0.0 0.0 0.0 1.0
1698132950.590493917 -0.000581 -0.016133 0.016088 0.0 0.0 0.0 1.0
1698132950.612085581 -0.000485 -0.017524 0.016226 0.0 0.0 0.0 1.0
1698132950.630558968 -0.000397 -0.018951 0.016363 0.0 0.0 0.0 1.0
1698132950.650994539 -0.000315 -0.020387 0.016241 0.0 0.0 0.0 1.0
1698132950.670438290 -0.000232 -0.021805 0.016378 0.0 0.0 0.0 1.0
1698132950.691048145 -0.000148 -0.023192 0.016260 0.0 0.0 0.0 1.0
1698132950.713768005 -0.000069 -0.024557 0.016397 0.0 0.0 0.0 1.0
1698132950.731317759 0.000006 -0.025925 0.016535 0.0 0.0 0.0 1.0
1698132950.751080990 0.000075 -0.027325 0.016365 0.0 0.0 0.0 1.0
1698132950.770511866 0.000151 -0.028588 0.018688 0.0 0.0 0.0 1.0
1698132950.791289330 0.000204 -0.029431 0.018581 0.0 0.0 0.0 1.0
1698132950.811750412 0.000259 -0.030253 0.018724 0.0 0.0 0.0 1.0
1698132950.831420660 0.001402 -0.035867 0.018869 0.0 0.0 0.0 1.0
1698132950.851471901 0.001462 -0.036637 0.018723 0.0 0.0 0.0 1.0
1698132950.870601177 0.001517 -0.037408 0.018860 0.0 0.0 0.0 1.0
1698132950.891108513 0.001565 -0.038205 0.018721 0.0 0.0 0.0 1.0
1698132950.913627148 0.001606 -0.039033 0.018847 0.0 0.0 0.0 1.0
1698132950.931098461 0.001642 -0.039872 0.018976 0.0 0.0 0.0 1.0
1698132950.951770067 0.001676 -0.040695 0.018864 0.0 0.0 0.0 1.0
1698132950.971436262 0.001720 -0.041323 0.022459 0.0 0.0 0.0 1.0
1698132950.990802050 0.001708 -0.041690 0.022345 0.0 0.0 0.0 1.0
1698132951.012312174 0.001692 -0.042060 0.022490 0.0 0.0 0.0 1.0
1698132951.030996799 0.001671 -0.042454 0.022635 0.0 0.0 0.0 1.0
1698132951.051307917 0.001644 -0.042878 0.022463 0.0 0.0 0.0 1.0
1698132951.071289778 0.001615 -0.043315 0.022608 0.0 0.0 0.0 1.0
1698132951.091422319 0.001586 -0.043735 0.022505 0.0 0.0 0.0 1.0
1698132951.113965750 0.001558 -0.044128 0.022642 0.0 0.0 0.0 1.0
1698132951.130555630 0.001529 -0.044503 0.022779 0.0 0.0 0.0 1.0
1698132951.151486158 0.001496 -0.044883 0.022654 0.0 0.0 0.0 1.0
1698132951.171112299 0.001473 -0.045132 0.022642 0.0 0.0 0.0 1.0
1698132951.190526247 0.001041 -0.042458 0.022505 0.0 0.0 0.0 1.0
1698132951.212178469 0.000606 -0.039801 0.022638 0.0 0.0 0.0 1.0
1698132951.230492115 0.000171 -0.037134 0.022774 0.0 0.0 0.0 1.0
1698132951.251399279 -0.000265 -0.034448 0.022711 0.0 0.0 0.0 1.0
1698132951.270876646 -0.000698 -0.031744 0.022848 0.0 0.0 0.0 1.0
1698132951.291648149 -0.001134 -0.029039 0.022730 0.0 0.0 0.0 1.0
1698132951.314103127 -0.001576 -0.026352 0.022860 0.0 0.0 0.0 1.0
1698132951.331086874 -0.002021 -0.023686 0.022989 0.0 0.0 0.0 1.0
1698132951.351346254 -0.002472 -0.021033 0.022892 0.0 0.0 0.0 1.0
1698132951.370898485 -0.002888 -0.018350 0.019745 0.0 0.0 0.0 1.0
1698132951.390544176 -0.003633 -0.016327 0.019693 0.0 0.0 0.0 1.0
1698132951.412104845 -0.004378 -0.014287 0.019800 0.0 0.0 0.0 1.0
1698132951.431523800 -0.005123 -0.012248 0.019907 0.0 0.0 0.0 1.0
1698132951.450964451 -0.005873 -0.010222 0.019840 0.0 0.0 0.0 1.0
1698132951.471495152 -0.006629 -0.008217 0.019939 0.0 0.0 0.0 1.0
1698132951.490930080 -0.007387 -0.006228 0.019859 0.0 0.0 0.0 1.0
1698132951.514486313 -0.008144 -0.004233 0.019964 0.0 0.0 0.0 1.0
1698132951.530904770 -0.011415 0.007058 0.020071 0.0 0.0 0.0 1.0
1698132951.550351143 -0.012168 0.009086 0.020031 0.0 0.0 0.0 1.0
1698132951.570848465 -0.012848 0.011005 0.013626 0.0 0.0 0.0 1.0
1698132951.590273857 -0.013584 0.013114 0.013617 0.0 0.0 0.0 1.0
1698132951.611793518 -0.014323 0.015205 0.013672 0.0 0.0 0.0 1.0
1698132951.631330013 -0.015063 0.017287 0.013727 0.0 0.0 0.0 1.0
1698132951.651479006 -0.015804 0.019371 0.013725 0.0 0.0 0.0 1.0
1698132951.670914650 -0.016548 0.021469 0.013784 0.0 0.0 0.0 1.0
1698132951.691399336 -0.017292 0.023579 0.013798 0.0 0.0 0.0 1.0
1698132951.713895321 -0.018037 0.025689 0.013859 0.0 0.0 0.0 1.0
1698132951.730341434 -0.018785 0.027789 0.013920 0.0 0.0 0.0 1.0
1698132951.751013756 -0.019538 0.029870 0.013922 0.0 0.0 0.0 1.0
1698132951.770496845 -0.020187 0.031740 0.010172 0.0 0.0 0.0 1.0
1698132951.790962458 -0.020341 0.032552 0.010214 0.0 0.0 0.0 1.0
1698132951.811657906 -0.020496 0.033377 0.010244 0.0 0.0 0.0 1.0
1698132951.830902576 -0.020652 0.034214 0.010275 0.0 0.0 0.0 1.0
1698132951.850440025 -0.020809 0.035054 0.010313 0.0 0.0 0.0 1.0
1698132951.870877981 -0.021506 0.043113 0.010345 0.0 0.0 0.0 1.0
1698132951.890382528 -0.021663 0.043932 0.010368 0.0 0.0 0.0 1.0
1698132951.914171934 -0.021822 0.044743 0.010406 0.0 0.0 0.0 1.0
1698132951.930580616 -0.021984 0.045556 0.010445 0.0 0.0 0.0 1.0
1698132951.951589823 -0.022147 0.046377 0.010485 0.0 0.0 0.0 1.0
1698132951.971168518 -0.022220 0.047003 0.008251 0.0 0.0 0.0 1.0
1698132951.990690231 -0.022487 0.046943 0.008295 0.0 0.0 0.0 1.0
1698132952.012059689 -0.022757 0.046876 0.008314 0.0 0.0 0.0 1.0
1698132952.030472994 -0.023028 0.046797 0.008333 0.0 0.0 0.0 1.0
1698132952.050842047 -0.023300 0.046710 0.008371 0.0 0.0 0.0 1.0
1698132952.071343422 -0.023572 0.046621 0.008387 0.0 0.0 0.0 1.0
1698132952.091550827 -0.023845 0.046544 0.008440 0.0 0.0 0.0 1.0
1698132952.112902164 -0.024120 0.046476 0.008467 0.0 0.0 0.0 1.0
1698132952.131213665 -0.024394 0.046409 0.008486 0.0 0.0 0.0 1.0
1698132952.150789738 -0.024668 0.046333 0.008522 0.0 0.0 0.0 1.0
1698132952.171095371 -0.024855 0.046102 0.005882 0.0 0.0 0.0 1.0
1698132952.191493511 -0.024714 0.045890 0.005913 0.0 0.0 0.0 1.0
1698132952.211890221 -0.024573 0.045680 0.005913 0.0 0.0 0.0 1.0
1698132952.231146812 -0.021610 0.038176 0.005913 0.0 0.0 0.0 1.0
1698132952.251308203 -0.021466 0.037985 0.005955 0.0 0.0 0.0 1.0
1698132952.270680189 -0.021328 0.037797 0.005955 0.0 0.0 0.0 1.0
1698132952.291329622 -0.021193 0.037604 0.005997 0.0 0.0 0.0 1.0
1698132952.312760115 -0.021059 0.037400 0.005997 0.0 0.0 0.0 1.0
1698132952.329973698 -0.020931 0.037184 0.005989 0.0 0.0 0.0 1.0
1698132952.350559711 -0.020807 0.036969 0.006023 0.0 0.0 0.0 1.0
1698132952.370379448 -0.020684 0.036763 0.006023 0.0 0.0 0.0 1.0
1698132952.391183138 -0.020875 0.037056 0.004513 0.0 0.0 0.0 1.0
1698132952.412074327 -0.020702 0.036652 0.004505 0.0 0.0 0.0 1.0
1698132952.430754900 -0.020535 0.036238 0.004490 0.0 0.0 0.0 1.0
1698132952.450280428 -0.020368 0.035813 0.004505 0.0 0.0 0.0 1.0
1698132952.470730066 -0.020204 0.035377 0.004679 0.0 0.0 0.0 1.0
1698132952.491292238 -0.020036 0.034947 0.004673 0.0 0.0 0.0 1.0
1698132952.513776779 -0.019873 0.034520 0.004663 0.0 0.0 0.0 1.0
1698132952.531316042 -0.019707 0.034103 0.004789 0.0 0.0 0.0 1.0
1698132952.550665379 -0.019543 0.033689 0.004787 0.0 0.0 0.0 1.0
1698132952.571191311 -0.019017 0.032622 0.003092 0.0 0.0 0.0 1.0
1698132952.591076374 -0.019156 0.032156 0.003094 0.0 0.0 0.0 1.0
1698132952.611493587 -0.019296 0.031681 0.003160 0.0 0.0 0.0 1.0
1698132952.631060600 -0.019438 0.031206 0.003160 0.0 0.0 0.0 1.0
1698132952.650596142 -0.019580 0.030738 0.003210 0.0 0.0 0.0 1.0
1698132952.671358109 -0.019723 0.030278 0.003210 0.0 0.0 0.0 1.0
1698132952.690662146 -0.019867 0.029820 0.003210 0.0 0.0 0.0 1.0
1698132952.713306665 -0.020013 0.029357 0.003227 0.0 0.0 0.0 1.0
1698132952.729981899 -0.020164 0.028879 0.003227 0.0 0.0 0.0 1.0
1698132952.750607252 -0.020318 0.028393 0.003220 0.0 0.0 0.0 1.0
1698132952.771146536 -0.020423 0.027885 0.002199 0.0 0.0 0.0 1.0
1698132952.790579557 -0.020111 0.027564 0.002228 0.0 0.0 0.0 1.0
1698132952.812411547 -0.019797 0.027250 0.002235 0.0 0.0 0.0 1.0
1698132952.830962658 -0.019483 0.026933 0.002199 0.0 0.0 0.0 1.0
1698132952.850139380 -0.019169 0.026613 0.002201 0.0 0.0 0.0 1.0
1698132952.871510029 -0.018862 0.026285 0.002209 0.0 0.0 0.0 1.0
1698132952.891071320 -0.018558 0.025945 0.002201 0.0 0.0 0.0 1.0
1698132952.913579226 -0.018257 0.025604 0.002201 0.0 0.0 0.0 1.0
1698132952.931079865 -0.015615 0.023418 0.002186 0.0 0.0 0.0 1.0
1698132952.951401711 -0.015312 0.023086 0.002193 0.0 0.0 0.0 1.0
1698132952.970725775 -0.014991 0.022760 0.001240 0.0 0.0 0.0 1.0
1698132952.991334915 -0.014807 0.022402 0.001247 0.0 0.0 0.0 1.0
1698132953.012094975 -0.014623 0.022036 0.001297 0.0 0.0 0.0 1.0
1698132953.031641483 -0.014444 0.021662 0.001305 0.0 0.0 0.0 1.0
1698132953.051102638 -0.014268 0.021290 0.001310 0.0 0.0 0.0 1.0
1698132953.070771456 -0.014094 0.020923 0.001343 0.0 0.0 0.0 1.0
1698132953.090737581 -0.013921 0.020567 0.001350 0.0 0.0 0.0 1.0
1698132953.112821817 -0.013749 0.020218 0.001345 0.0 0.0 0.0 1.0
1698132953.131218672 -0.013579 0.019863 0.001350 0.0 0.0 0.0 1.0
1698132953.150768757 -0.013412 0.019503 0.001291 0.0 0.0 0.0 1.0
1698132953.171311855 -0.013236 0.019161 0.000448 0.0 0.0 0.0 1.0
1698132953.190544844 -0.013067 0.018877 0.000439 0.0 0.0 0.0 1.0
1698132953.212043762 -0.012899 0.018597 0.000446 0.0 0.0 0.0 1.0
1698132953.231599569 -0.012733 0.018325 0.000454 0.0 0.0 0.0 1.0
1698132953.250195980 -0.012568 0.018060 0.000443 0.0 0.0 0.0 1.0
1698132953.270513296 -0.010203 0.015543 0.000443 0.0 0.0 0.0 1.0
1698132953.289912939 -0.010034 0.015268 0.000401 0.0 0.0 0.0 1.0
1698132953.313607216 -0.009868 0.014986 0.000397 0.0 0.0 0.0 1.0
1698132953.330915451 -0.009699 0.014705 0.000362 0.0 0.0 0.0 1.0
1698132953.350893974 -0.009535 0.014431 0.000355 0.0 0.0 0.0 1.0
1698132953.371164083 -0.009371 0.014195 -0.000576 0.0 0.0 0.0 1.0
1698132953.390664816 -0.009601 0.014279 -0.000582 0.0 0.0 0.0 1.0
1698132953.411884069 -0.009836 0.014359 -0.000587 0.0 0.0 0.0 1.0
1698132953.430643082 -0.010071 0.014434 -0.000586 0.0 0.0 0.0 1.0
1698132953.450564384 -0.010307 0.014506 -0.000593 0.0 0.0 0.0 1.0
1698132953.470124006 -0.010542 0.014574 -0.000565 0.0 0.0 0.0 1.0
1698132953.490672112 -0.010778 0.014650 -0.000565 0.0 0.0 0.0 1.0
1698132953.513437748 -0.011017 0.014735 -0.000584 0.0 0.0 0.0 1.0
1698132953.530983210 -0.011257 0.014819 -0.000584 0.0 0.0 0.0 1.0
1698132953.550197363 -0.011496 0.014900 -0.000608 0.0 0.0 0.0 1.0
1698132953.571405649 -0.011722 0.014997 -0.001318 0.0 0.0 0.0 1.0
1698132953.590993643 -0.011690 0.014943 -0.001318 0.0 0.0 0.0 1.0
1698132953.612029791 -0.011660 0.014885 -0.001318 0.0 0.0 0.0 1.0
1698132953.630421638 -0.012107 0.016040 -0.001318 0.0 0.0 0.0 1.0
1698132953.651169062 -0.012074 0.015994 -0.001242 0.0 0.0 0.0 1.0
1698132953.671613455 -0.012043 0.015951 -0.001242 0.0 0.0 0.0 1.0
1698132953.689767599 -0.012015 0.015902 -0.001181 0.0 0.0 0.0 1.0
1698132953.713648081 -0.011992 0.015847 -0.001175 0.0 0.0 0.0 1.0
1698132953.730322123 -0.011971 0.015791 -0.001139 0.0 0.0 0.0 1.0
1698132953.750746965 -0.011952 0.015736 -0.001131 0.0 0.0 0.0 1.0
1698132953.771238089 -0.011920 0.015707 -0.001947 0.0 0.0 0.0 1.0
1698132953.790750027 -0.012068 0.015719 -0.001928 0.0 0.0 0.0 1.0
1698132953.812387943 -0.012221 0.015733 -0.001921 0.0 0.0 0.0 1.0
1698132953.829847574 -0.012377 0.015747 -0.001970 0.0 0.0 0.0 1.0
1698132953.851525068 -0.012533 0.015755 -0.001970 0.0 0.0 0.0 1.0
1698132953.871555567 -0.012692 0.015757 -0.002056 0.0 0.0 0.0 1.0
1698132953.890440702 -0.012854 0.015761 -0.002064 0.0 0.0 0.0 1.0
1698132953.914214134 -0.013018 0.015770 -0.002077 0.0 0.0 0.0 1.0
1698132953.930768490 -0.013185 0.015787 -0.002085 0.0 0.0 0.0 1.0
1698132953.951323271 -0.013353 0.015806 -0.002092 0.0 0.0 0.0 1.0
1698132953.971154213 -0.013498 0.015836 -0.002653 0.0 0.0 0.0 1.0
1698132953.991291285 -0.013575 0.015784 -0.002663 0.0 0.0 0.0 1.0
1698132954.011991501 -0.013652 0.015726 -0.002657 0.0 0.0 0.0 1.0
1698132954.030318499 -0.013733 0.015670 -0.002670 0.0 0.0 0.0 1.0
1698132954.050659895 -0.013813 0.015620 -0.002674 0.0 0.0 0.0 1.0
1698132954.071278095 -0.013900 0.015574 -0.002678 0.0 0.0 0.0 1.0
1698132954.090306520 -0.013989 0.015534 -0.002699 0.0 0.0 0.0 1.0
1698132954.113908052 -0.014079 0.015492 -0.002705 0.0 0.0 0.0 1.0
1698132954.131206036 -0.014176 0.015444 -0.002710 0.0 0.0 0.0 1.0
1698132954.150706768 -0.014272 0.015391 -0.002705 0.0 0.0 0.0 1.0
1698132954.170259476 -0.014341 0.015354 -0.003208 0.0 0.0 0.0 1.0
1698132954.190663576 -0.014352 0.015394 -0.003210 0.0 0.0 0.0 1.0
1698132954.212399960 -0.014368 0.015442 -0.003216 0.0 0.0 0.0 1.0
1698132954.229923964 -0.014384 0.015495 -0.003132 0.0 0.0 0.0 1.0
1698132954.251144409 -0.014404 0.015541 -0.003139 0.0 0.0 0.0 1.0
1698132954.270540237 -0.014427 0.015580 -0.003132 0.0 0.0 0.0 1.0
1698132954.291232824 -0.014452 0.015614 -0.003134 0.0 0.0 0.0 1.0
1698132954.314079046 -0.014478 0.015652 -0.003134 0.0 0.0 0.0 1.0
1698132954.330657244 -0.013982 0.016141 -0.003096 0.0 0.0 0.0 1.0
1698132954.351154566 -0.014009 0.016189 -0.003096 0.0 0.0 0.0 1.0
1698132954.370454073 -0.014008 0.016245 -0.003572 0.0 0.0 0.0 1.0
1698132954.391387939 -0.014069 0.016177 -0.003569 0.0 0.0 0.0 1.0
1698132954.411754847 -0.014128 0.016105 -0.003551 0.0 0.0 0.0 1.0
1698132954.431151152 -0.014192 0.016029 -0.003544 0.0 0.0 0.0 1.0
1698132954.450533628 -0.014256 0.015960 -0.003569 0.0 0.0 0.0 1.0
1698132954.471217155 -0.014324 0.015891 -0.003569 0.0 0.0 0.0 1.0
1698132954.490704775 -0.014394 0.015828 -0.003569 0.0 0.0 0.0 1.0
1698132954.513298750 -0.014469 0.015766 -0.003595 0.0 0.0 0.0 1.0
1698132954.530040026 -0.014546 0.015698 -0.003595 0.0 0.0 0.0 1.0
1698132954.550796032 -0.014626 0.015628 -0.003542 0.0 0.0 0.0 1.0
1698132954.570193768 -0.014678 0.015566 -0.003815 0.0 0.0 0.0 1.0
1698132954.589786291 -0.014707 0.015456 -0.003759 0.0 0.0 0.0 1.0
1698132954.612542629 -0.014733 0.015349 -0.003759 0.0 0.0 0.0 1.0
1698132954.630074978 -0.014760 0.015245 -0.003801 0.0 0.0 0.0 1.0
1698132954.650626659 -0.014786 0.015147 -0.003801 0.0 0.0 0.0 1.0
1698132954.669882536 -0.014115 0.014614 -0.003801 0.0 0.0 0.0 1.0
1698132954.691355467 -0.014140 0.014514 -0.003828 0.0 0.0 0.0 1.0
1698132954.714101076 -0.014169 0.014411 -0.003832 0.0 0.0 0.0 1.0
1698132954.730506897 -0.014200 0.014302 -0.003843 0.0 0.0 0.0 1.0
1698132954.750741720 -0.014234 0.014197 -0.003845 0.0 0.0 0.0 1.0
1698132954.771036625 -0.014244 0.014108 -0.004635 0.0 0.0 0.0 1.0
1698132954.790701628 -0.014375 0.014261 -0.004642 0.0 0.0 0.0 1.0
1698132954.812304020 -0.014509 0.014416 -0.004644 0.0 0.0 0.0 1.0
1698132954.829919338 -0.014646 0.014565 -0.004654 0.0 0.0 0.0 1.0
1698132954.850569248 -0.014785 0.014708 -0.004658 0.0 0.0 0.0 1.0
1698132954.871291399 -0.014924 0.014851 -0.004684 0.0 0.0 0.0 1.0
1698132954.890642405 -0.015064 0.014999 -0.004692 0.0 0.0 0.0 1.0
1698132954.914550543 -0.015202 0.015153 -0.004700 0.0 0.0 0.0 1.0
1698132954.930121183 -0.015344 0.015309 -0.004707 0.0 0.0 0.0 1.0
1698132954.949621439 -0.015490 0.015461 -0.004698 0.0 0.0 0.0 1.0
1698132954.970448256 -0.015605 0.015610 -0.005423 0.0 0.0 0.0 1.0
1698132954.989912033 -0.015749 0.015770 -0.005426 0.0 0.0 0.0 1.0
1698132955.011734486 -0.015898 0.015931 -0.005426 0.0 0.0 0.0 1.0
1698132955.030429602 -0.016138 0.017638 -0.005426 0.0 0.0 0.0 1.0
1698132955.049822092 -0.016284 0.017813 -0.005373 0.0 0.0 0.0 1.0
1698132955.069921494 -0.016431 0.017989 -0.005373 0.0 0.0 0.0 1.0
1698132955.091322899 -0.016579 0.018163 -0.005337 0.0 0.0 0.0 1.0
1698132955.113590002 -0.016732 0.018328 -0.005337 0.0 0.0 0.0 1.0
1698132955.129966736 -0.016887 0.018490 -0.005299 0.0 0.0 0.0 1.0
1698132955.149644613 -0.017040 0.018656 -0.005293 0.0 0.0 0.0 1.0
1698132955.170084238 -0.017159 0.018813 -0.005810 0.0 0.0 0.0 1.0
1698132955.189747572 -0.017048 0.018940 -0.005802 0.0 0.0 0.0 1.0
1698132955.212292194 -0.016944 0.019065 -0.005802 0.0 0.0 0.0 1.0
1698132955.230575323 -0.016845 0.019191 -0.005829 0.0 0.0 0.0 1.0
1698132955.251367807 -0.016749 0.019311 -0.005817 0.0 0.0 0.0 1.0
1698132955.269995928 -0.016654 0.019429 -0.005840 0.0 0.0 0.0 1.0
1698132955.290581465 -0.016559 0.019553 -0.005833 0.0 0.0 0.0 1.0
1698132955.313367367 -0.016460 0.019678 -0.005816 0.0 0.0 0.0 1.0
1698132955.330495596 -0.016362 0.019803 -0.005808 0.0 0.0 0.0 1.0
1698132955.349812508 -0.016267 0.019926 -0.005856 0.0 0.0 0.0 1.0
1698132955.370068789 -0.016148 0.020032 -0.006275 0.0 0.0 0.0 1.0
1698132955.390406847 -0.016079 0.019790 -0.006268 0.0 0.0 0.0 1.0
1698132955.411962748 -0.016010 0.019547 -0.006273 0.0 0.0 0.0 1.0
1698132955.429583549 -0.015939 0.019306 -0.006273 0.0 0.0 0.0 1.0
1698132955.450171471 -0.015867 0.019066 -0.006256 0.0 0.0 0.0 1.0
1698132955.470437527 -0.015798 0.018827 -0.006256 0.0 0.0 0.0 1.0
1698132955.490165949 -0.015730 0.018590 -0.006281 0.0 0.0 0.0 1.0
1698132955.512579203 -0.015664 0.018357 -0.006281 0.0 0.0 0.0 1.0
1698132955.531030893 -0.015603 0.018123 -0.006258 0.0 0.0 0.0 1.0
1698132955.551341772 -0.015541 0.017891 -0.006256 0.0 0.0 0.0 1.0
1698132955.569716692 -0.015455 0.017653 -0.006838 0.0 0.0 0.0 1.0
1698132955.591234684 -0.015673 0.017697 -0.006838 0.0 0.0 0.0 1.0
1698132955.611962080 -0.015897 0.017745 -0.006838 0.0 0.0 0.0 1.0
1698132955.630499125 -0.016123 0.017796 -0.006884 0.0 0.0 0.0 1.0
1698132955.650686026 -0.016351 0.017849 -0.006884 0.0 0.0 0.0 1.0
1698132955.670930862 -0.016579 0.017901 -0.006950 0.0 0.0 0.0 1.0
